project_name	location	url_link	tenure	median_psf	median_price	filed_transactions
SOUTHVIEW RESIDENCE	KAMPUNG KERINCHI (BANGSAR SOUTH), KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kampung-kerinchi--bangsar-south-/southview-residence/non-landed/?range=1909+May-	FREEHOLD	809	650000.0	80
SRI JATI I	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/sri-jati-i/non-landed/?range=1909+May-	FREEHOLD	352	337500.0	80
TITIWANGSA	TITIWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/titiwangsa/titiwangsa/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	212	2675000.0	80
SEASONS GARDEN	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/seasons-garden/non-landed/?range=1909+May-	LEASEHOLD	655	509000.0	80
SRI BUKIT PERSEKUTUAN	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/sri-bukit-persekutuan/landed/?range=1909+May-	FREEHOLD	751	2920000.0	79
SRI DUTA I & II	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/sri-duta-i---ii/non-landed/?range=1909+May-	FREEHOLD	478	850000.0	79
TAMAN DUTA	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/taman-duta/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	280	6305729.0	79
SERI CENDEKIA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/seri-cendekia/non-landed/?range=1909+May-	LEASEHOLD	305	310000.0	79
TAMAN BATU	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/taman-batu/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	240	350000.0	79
FAHRENHEIT 88 (KL PLAZA)	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/fahrenheit-88--kl-plaza-/non-landed/?range=1909+May-	FREEHOLD	669	1000000.0	79
SEASONS TOWER	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/seasons-tower/non-landed/?range=1909+May-	FREEHOLD	134	160000.0	79
TAR VILLA APARTMENT	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/tar-villa-apartment/non-landed/?range=1909+May-	FREEHOLD	296	275000.0	79
DESA PANDAN FLAT BLOCK B	DESA PANDAN, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-pandan/desa-pandan-flat-block-b/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	264	190000.0	78
SUASANA BUKIT CEYLON (RAJA CHULAN RESIDENCES)	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/suasana-bukit-ceylon--raja-chulan-residences-/non-landed/?range=1909+May-	FREEHOLD	964	1187500.0	78
PANTAI DALAM KAMPUNG KERINCHI	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/pantai-dalam-kampung-kerinchi/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	218	350000.0	78
PLATINUM LAKE PV21	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-lake-pv21/non-landed/?range=1909+May-	LEASEHOLD	461	429000.0	78
ZEHN BUKIT PANTAI	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/zehn-bukit-pantai/non-landed/?range=1909+May-	LEASEHOLD	666	1800000.0	77
NOVA 1	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/nova-1/non-landed/?range=1909+May-	FREEHOLD	357	283000.0	77
TAMAN MEGAH KEPONG	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-megah-kepong/non-landed/?range=1909+May-	FREEHOLD	103	69000.0	77
PALMYRA BANGSAR	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/palmyra-bangsar/non-landed/?range=1909+May-	FREEHOLD	714	2700000.0	76
TONG NAM BUILDING	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/tong-nam-building/non-landed/?range=1909+May-	LEASEHOLD	97	68950.0	76
BUKIT JALIL GOLF & COUNTRY RESORT	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/bukit-jalil-golf---country-resort/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	385	2755000.0	76
BELVEDERE	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/belvedere/non-landed/?range=1909+May-	LEASEHOLD	327	650000.0	76
EKO RESIDENCE	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/eko-residence/non-landed/?range=1909+May-	FREEHOLD	682	525000.0	76
KASTURI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/kasturi/non-landed/?range=1909+May-	LEASEHOLD	297	195000.0	76
BAIDURI BLOCK C	DESA PANDAN, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-pandan/baiduri-block-c/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	141	130000.0	76
WINNER COURT A	DESA PETALING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-petaling/winner-court-a/non-landed/?range=1909+May-	LEASEHOLD	330	250000.0	76
SRI DESA ENTREPRENEUR PARK	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/sri-desa-entrepreneur-park/non-landed/?range=1909+May-	FREEHOLD	148	141000.0	76
TAMAN SEGAMBUT MAJU	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-segambut-maju/landed/?range=1909+May-	FREEHOLD	226	206300.0	76
DESA ANDAMAN	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/desa-andaman/landed/?range=1909+May-	LEASEHOLD	314	543999.0	76
U-THANT RESIDENCE	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/u-thant-residence/non-landed/?range=1909+May-	FREEHOLD	835	2922360.0	75
PLAZA 393	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/plaza-393/non-landed/?range=1909+May-	LEASEHOLD	421	380000.0	75
TAMAN RAKYAT	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-rakyat/landed/?range=1909+May-	LEASEHOLD	188	505000.0	75
PKNS FLAT JALAN KUCHING (TAMAN SRI DELIMA)	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/pkns-flat-jalan-kuching--taman-sri-delima-/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	98	44000.0	75
THE BINJAI ON THE PARK	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-binjai-on-the-park/non-landed/?range=1909+May-	FREEHOLD	2000	4500000.0	75
SUCI APARTMENT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/suci-apartment/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	154	104000.0	75
PLATINUM HILL CONDO PV3	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-hill-condo-pv3/non-landed/?range=1909+May-	FREEHOLD	349	445000.0	75
WALDORF TOWER	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/waldorf-tower/non-landed/?range=1909+May-	FREEHOLD	570	521153.0	75
RESIDENSI MUTIARA KONDOMINIUM	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/residensi-mutiara-kondominium/non-landed/?range=1909+May-	FREEHOLD	583	846500.0	74
DESA BAKTI	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/desa-bakti/non-landed/?range=1909+May-	LEASEHOLD	100	70000.0	73
VISTARIA RESIDENSI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/vistaria-residensi/non-landed/?range=1909+May-	LEASEHOLD	360	510000.0	73
SRI PUTRAMAS II	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/sri-putramas-ii/non-landed/?range=1909+May-	FREEHOLD	243	320000.0	73
RESIDENSI KERINCHI	KAMPUNG KERINCHI (BANGSAR SOUTH), KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kampung-kerinchi--bangsar-south-/residensi-kerinchi/non-landed/?range=1909+May-	LEASEHOLD	522	470000.0	73
KIRANA RESIDENCE	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/kirana-residence/non-landed/?range=1909+May-	FREEHOLD	761	1920000.0	73
LAMAN CEYLON	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/laman-ceylon/non-landed/?range=1909+May-	FREEHOLD	1119	1060000.0	73
ONE KL	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/one-kl/non-landed/?range=1909+May-	FREEHOLD	1123	3767000.0	73
DIAMOND REGENCY	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/diamond-regency/non-landed/?range=1909+May-	FREEHOLD	414	430000.0	73
MAYFAIR	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/mayfair/non-landed/?range=1909+May-	FREEHOLD	734	320000.0	73
MEDAN PUTRA	BANDAR MENJALARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bandar-menjalara/medan-putra/non-landed/?range=1909+May-	LEASEHOLD	372	376000.0	72
SUASANA BANGSAR	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/suasana-bangsar/non-landed/?range=1909+May-	FREEHOLD	716	1365000.0	72
TAMAN DESA BAKTI	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/taman-desa-bakti/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	167	261500.0	72
BAYU SEGAR	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/bayu-segar/landed/?range=1909+May-	FREEHOLD	521	2275000.0	72
TAMAN SEJAHTERA	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/taman-sejahtera/landed/?range=1909+May-	LEASEHOLD	161	219000.0	72
JALAN LOKE YEW	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-loke-yew/non-landed/?range=1909+May-	LEASEHOLD	93	72500.0	72
ZAMRUD APARTMENT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/zamrud-apartment/non-landed/?range=1909+May-	LEASEHOLD	307	350000.0	72
TAMAN NAGA EMAS	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/taman-naga-emas/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	333	745000.0	72
TAMAN PELANGI JAYA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/taman-pelangi-jaya/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	213	250000.0	72
DESA SEPUTEH	SEPUTEH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/seputeh/desa-seputeh/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	444	990000.0	72
MUTIARA SEPUTEH	SEPUTEH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/seputeh/mutiara-seputeh/landed/?range=1909+May-	FREEHOLD	677	2945000.0	72
CARLTON @ PLAZA DAMAS 3	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/carlton---plaza-damas-3/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	822	441500.0	72
ZEHN BUKIT PANTAI KONDOMINIUM	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/zehn-bukit-pantai-kondominium/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	685	1850000.0	71
DESA BAKTI	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/desa-bakti/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	150	230000.0	71
TIJANI BUKIT TUNKU	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/tijani-bukit-tunku/landed/?range=1909+May-	FREEHOLD	929	4081000.0	71
BUSTAN SHAMELIN	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/bustan-shamelin/non-landed/?range=1909+May-	LEASEHOLD	303	310000.0	71
DESA TUN RAZAK	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/desa-tun-razak/non-landed/?range=1909+May-	LEASEHOLD	123	80000.0	71
TAMAN ALAM DAMAI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-alam-damai/landed/?range=1909+May-	LEASEHOLD	216	220000.0	71
TAMAN SEGAMBUT INDAH	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/taman-segambut-indah/landed/?range=1909+May-	FREEHOLD	355	318000.0	71
DUA SENTRAL	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/dua-sentral/non-landed/?range=1909+May-	FREEHOLD	919	725000.0	71
FRASER PLACE (LOT 163)	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/fraser-place--lot-163-/non-landed/?range=1909+May-	FREEHOLD	1365	823000.0	71
SKYLINE GARDEN	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/skyline-garden/landed/?range=1909+May-	FREEHOLD	138	170000.0	71
RESIDENSI VYNE	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/residensi-vyne/non-landed/?range=1909+May-	LEASEHOLD	544	600000.0	71
DESA TASEK FASA 1	BANDAR TASIK SELATAN, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bandar-tasik-selatan/desa-tasek-fasa-1/non-landed/?range=1909+May-	LEASEHOLD	115	100000.0	70
SKY VISTA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/sky-vista/non-landed/?range=1909+May-	FREEHOLD	457	710000.0	70
6 CEYLON	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/6-ceylon/non-landed/?range=1909+May-	FREEHOLD	935	805000.0	70
PEARL SURIA RESIDENCE	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/pearl-suria-residence/non-landed/?range=1909+May-	LEASEHOLD	656	665000.0	70
UNION HEIGHTS	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/union-heights/non-landed/?range=1909+May-	FREEHOLD	366	415000.0	70
MUTIARA SENTUL CONDOMINIUM	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/mutiara-sentul-condominium/non-landed/?range=1909+May-	FREEHOLD	182	192500.0	70
SENTUL GARDEN	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sentul-garden/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	233	400000.0	70
TAMAN SRI MELATI	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-sri-melati/landed/?range=1909+May-	FREEHOLD	138	146800.0	70
APARTMENT ABDULLAH HUKUM	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/apartment-abdullah-hukum/non-landed/?range=1909+May-	LEASEHOLD	387	290000.0	69
VILLA SERI PUTERI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/villa-seri-puteri/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	181	260000.0	69
BANYAN TREE SIGNATURES	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/banyan-tree-signatures/non-landed/?range=1909+May-	FREEHOLD	1959	2850000.0	69
FLORA MURNI	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/flora-murni/non-landed/?range=1909+May-	FREEHOLD	476	1400000.0	69
TAMAN KHET LOONG	SEPUTEH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/seputeh/taman-khet-loong/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	222	750000.0	69
DESA TASEK FASA 6B	BANDAR TASIK SELATAN, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bandar-tasik-selatan/desa-tasek-fasa-6b/non-landed/?range=1909+May-	LEASEHOLD	250	182500.0	68
FEDERAL HILL	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/federal-hill/landed/?range=1909+May-	FREEHOLD	354	2000000.0	68
LAKEPARK	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/lakepark/non-landed/?range=1909+May-	LEASEHOLD	512	577070.0	68
TIJANI 2	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/tijani-2/non-landed/?range=1909+May-	FREEHOLD	813	2440000.0	68
TAMAN GOLDEN	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/taman-golden/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	173	275500.0	68
THE HENGE RESIDENCE	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/the-henge-residence/non-landed/?range=1909+May-	LEASEHOLD	450	505000.0	68
NOVA 2	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/nova-2/non-landed/?range=1909+May-	FREEHOLD	387	342500.0	68
OFF JALAN SEGAMBUT	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/off-jalan-segambut/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	68	6294760.0	68
PRIMA TIARA 1	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/prima-tiara-1/non-landed/?range=1909+May-	FREEHOLD	338	345000.0	68
MENARA RAJAWALI	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/menara-rajawali/non-landed/?range=1909+May-	LEASEHOLD	110	94500.0	68
PERTIWI INDAH APARTMENT	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/pertiwi-indah-apartment/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	218	232000.0	67
THE AVARE	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-avare/non-landed/?range=1909+May-	FREEHOLD	865	3280000.0	67
KIARA 3	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/kiara-3/non-landed/?range=1909+May-	FREEHOLD	502	923224.0	67
HAPPY GARDEN	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/happy-garden/non-landed/?range=1909+May-	FREEHOLD	97	110000.0	67
AMANDARI	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/amandari/non-landed/?range=1909+May-	FREEHOLD	268	445000.0	67
MANDY COURT	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/mandy-court/non-landed/?range=1909+May-	LEASEHOLD	196	160000.0	67
SRI PANGKOR	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sri-pangkor/non-landed/?range=1909+May-	LEASEHOLD	214	120000.0	67
TAMAN SIERRA SEPUTEH	SEPUTEH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/seputeh/taman-sierra-seputeh/landed/?range=1909+May-	FREEHOLD	626	2500000.0	67
MELATI IMPIAN	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/melati-impian/non-landed/?range=1909+May-	FREEHOLD	212	185000.0	67
MENARA JENTAYU	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/menara-jentayu/non-landed/?range=1909+May-	LEASEHOLD	102	80141.0	67
LAKE FIELD - GROVE	SUNGAI BESI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sungai-besi/lake-field---grove/landed/?range=1909+May-	LEASEHOLD	640	2500000.0	67
DANAU DESA	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/danau-desa/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	459	1250000.0	67
SURIA MAGNA	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/suria-magna/non-landed/?range=1909+May-	LEASEHOLD	224	142500.0	66
AC4	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/ac4/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	129	84500.0	66
DELIMA	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/delima/non-landed/?range=1909+May-	LEASEHOLD	244	155000.0	66
MUTIARA	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/mutiara/non-landed/?range=1909+May-	LEASEHOLD	295	212500.0	66
GASING INDAH	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/gasing-indah/landed/?range=1909+May-	FREEHOLD	249	425000.0	66
MEGAN SETAPAK	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/megan-setapak/non-landed/?range=1909+May-	LEASEHOLD	218	176500.0	66
KELOMPOK MAWAR	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/kelompok-mawar/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	87	48000.0	66
TAMAN MASTIARA	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/taman-mastiara/non-landed/?range=1909+May-	LEASEHOLD	170	124800.0	65
PLAZA RAH (KAMPUNG BARU)	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/plaza-rah--kampung-baru-/non-landed/?range=1909+May-	FREEHOLD	340	375000.0	65
DESA BISTARI	DAMANSARA HEIGHTS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/damansara-heights/desa-bistari/non-landed/?range=1909+May-	FREEHOLD	344	419000.0	64
KERAMAT JAYA II APARTMENT	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/keramat-jaya-ii-apartment/non-landed/?range=1909+May-	LEASEHOLD	147	116500.0	64
TAMAN SRI SENTOSA	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/taman-sri-sentosa/landed/?range=1909+May-	LEASEHOLD	200	331000.0	64
DESA MELAWATI TOWNHOUSE	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/desa-melawati-townhouse/landed/?range=1909+May-	FREEHOLD	218	222500.0	64
